,Course,Thing,Explanation,Date,Important,Index
252,MA2001,Invertible Matrix,"Properties
::A is invertible
> A is non-singular
> Ax = 0 only has trivial solution
> RREF(A) = I
> REF no non-zero rows
> A can be expressed as product of elementary matrices of another invertible matrix
> det(A) ≠ 0
> ∃ square matrix B such that BA = I
> Rows of A form a basis for ℝⁿ
> Columns of A form a basis for ℝⁿ
> row / column space = ℝⁿ
> rank(A) = n
> nullity(A) = 0
> 0 is not an eigenvalue of A
> Ker(T) = {0}
> R(T) = ℝⁿ",04/10/2021,Simportant,242.0
253,MA2001,Coordinate Vector,"Definition
> Coordinate vector means that v is made up of vectors in S

Types
?> Orthogonal_Coordinate_Vector",04/10/2021,,243.0
254,MA2001,Row Space,"Definition
> Span of the rows of a matrix

Properties
> Preserved under /Elementary_Row_Operation
> Linear independent ⟺ /Column_Space independent
> Basis :- same as /Linear_Span
> Zero Space :- Orthogonal to /Zero_Space",04/10/2021,,244.0
255,MA2001,Column Space,"Definition
> Span of the columns of a matrix

Properties
> Not preserved under /Elementary_Row_Operation
> Linear independent ⟺ /Row_Space independent
> Basis :- pivot columns are the same as /Linear_Span
> Ax = b is consistent iff b lies in the column space of A
> Av ∈ column space of A
> colspace(AB) ⊆ colspace(A)",04/10/2021,,245.0
256,CS1231S,Inclusion Exclusion Principle,"Definition
><MA |A∪B| = |A|+|B|-|A∩B| MA>",05/10/2021,Important,246.0
257,CS1231S,Binary Relation,"Definition
> Binary relations are relations from A to A",20/10/2021,,247.0
258,MA1521,Convergence,"Topics
?> Radius_Of_Convergence
?> Convergence_Test",06/10/2021,,248.0
259,MA1521,Convergence Test,"Types
?> Limit_Comparison_Test
?> Comparison_Test
?> Absolute_Convergence_Test
?> Conditionally_Convergent_Test
?> Monotonic_Sequence_Theorem
?> Integral_Test
?> Ratio_Test
?> Alternating_Series_Test",06/10/2021,,249.0
260,MA1521,Limit Comparison Test,"Process
> Instead of comparing by inequality, you can take the quotient of the two limits to be tested
> If the new limit is not zero or ∞, then the two smaller limits are both convergent or both divergent
> lim∑ƒ(x) = lim(ƒ(x) / 𝒈(x)) ⇒ if zero or ∞, then nature of ƒ(x) is the nature of 𝒈(x)",06/10/2021,,250.0
261,MA1521,Comparison Test,"Process
> lim∑ƒ(x) ⇒ compare the size of ƒ(x) vs 𝒈(x) ⇒ can corrale the ƒ(x) using the nature of 𝒈(x)",06/10/2021,,251.0
262,MA1521,Absolute Convergence Test,"Process
> ∑|ƒ(x)| ⇒ ∑ƒ(x)",06/10/2021,,252.0
263,CS1231S,Functions,"Definition
> Let A, B be sets. A function or a map from A to B is an assignment
to each element of A (domain) exactly one element of B (codomain)
><MA x ∈ A, ƒ(x) ∈ B, ƒ: A → B MA>

Topics
?> Function_Equality
?> Image__Function_
?> Preimage__Function_
?> Order__Function_
?> String__Function_

Types
?> Composite_Function
?> Function_Correspondence",06/10/2021,,253.0
264,MA1521,Conditionally Convergent Test,"Process
> ∑aₙ convergent and ∑|aₙ| divergent",06/10/2021,,254.0
265,MA1521,Monotonic Sequence Theorem,"Process
> If the terms > 0 and have upper bound, then limit is the upper bound
> If the terms < 0 and have lower bound, then limit is lower bound",06/10/2021,,255.0
266,MA1521,Integral Test,"Process
> ∑ƒ(x) ≈ ʃƒ(x)dx ⇒ the integral from 1 to ∞ will decide whether the sum is convergent or divergent",06/10/2021,,256.0
267,MA1521,Ratio Test,"Process
::Determine convergence
> lim|aₙ₊₁/aₙ| = L
> |L| < 1 ⇒ absolutely convergent
> L > 1 or infinite ⇒ divergent
> L = 1 ⇒ inconclusive",06/10/2021,,257.0
268,MA1521,Root Test,"Process
::Determine convergence
> lim(ⁿ√aₙ) = L
> |L| < 1 ⇒ absolutely convergent
> L > 1 or infinite ⇒ divergent
> L = 1 ⇒ inconclusive",06/10/2021,,258.0
269,MA1521,Alternating Series Test,"Process
::Determine convergence of ∑(-1)ⁿuₙ
> uₙ > 0
> uₙ₊₁ ≤ uₙ
> uₙ → 0",10/11/2021,,259.0
270,CS1231S,String (Function),"Definition
> String or word is of the form a₀a₁...aₙ₋₁, with n being the length of the string 

Topics
?> Set_Of_All_Strings
?> Empty_String",07/10/2021,,260.0
271,CS1231S,Singleton (Sets),"Definition
> Set of size 1",07/10/2021,,261.0
272,CS1231S,Cartesian Product (Sets),"Definition
><MA A × B = {(x,y): x ∈ A and y ∈ B} MA>
> (2ₓ, 3ᵧ) is 2nd from X and 3rd from Y
> Continuous sets leads to shadow regions",07/10/2021,Important,262.0
273,CS1231S,Set Laws,"Topics
?> Identity_Law__Sets_
?> Universal_Bound_Law__Sets_
?> Idempotent_Law__Sets_
?> Double_Complement_Law__Sets_
?> Set_Difference_Law
?> Top_And_Bottom_Laws
?> Split_Set_Law
?> Inclusion_Exclusion_Principle",07/10/2021,,263.0
274,CS1231S,Identity Law (Sets),"Definition
><MA A ∪ ∅ = A MA>
><MA A ∩ U = A MA>",07/10/2021,,264.0
275,CS1231S,Universal Bound Law (Sets),"Definition
><MA A ∪ U = U MA>
><MA A ∩ ∅ = ∅ MA>",07/10/2021,,265.0
276,CS1231S,Idempotent Law (Sets),"Definition
><MA A ∪ A = A MA>
><MA A ∩ A = A MA>",07/10/2021,,266.0
277,CS1231S,Double Complement Law (Sets),"Definition
><MA A⁻⁻ = A MA>",07/10/2021,,267.0
278,CS1231S,Top And Bottom Laws,"Definition
><MA ∅⁻ = U MA>",07/10/2021,,268.0
279,CS1231S,Union Of Disjoint Sets,"Definition
><MA |A₁ ∪ A₂ ∪ ... ∪ Aₙ| = ∑|Aₙ| MA>",07/10/2021,,269.0
280,CS1231S,Definition Of Set Equality,"Definition
><MA A ⊆ B ∧ B ⊆ A ⇒ A = B MA>",07/10/2021,,270.0
281,MA2001,Basis Extension,"Process
> Put the vectors as row space, then find the non-pivot columns of the RREF",08/10/2021,Important,271.0
282,MA2001,Rank,"Properties
::Rank is equivalent to
> REF nonzero rows
> REF leading entries
> REF pivot columns
> largest number of linearly independent rows
> largest number of linearly independent columns
> dim(/Row_Space)
> dim(/Column_Space)
> Product :- rank(AB) ≤ rank(A)
> Sum :- rank(A+B) ≤ rank(A)+rank(B)
> Transpose :- rank(Aᵀ) = rank(A)

Topics
?> Dimension_Theorem_Of_Matrix
?> Full_Rank",08/10/2021,Important,272.0
283,MA2001,Dimension Theorem Of Matrix,"Definition
> rank(A) + nullity(A) = #columns of A",08/10/2021,Simportant,273.0
284,MA1521,Radius Of Convergence,"Process
::Find radius of convergence
> R = lim|cₙ/cₙ₊₁| = lim|1/cₙ^(¹/ₙ)|

::Show range of convergence
|x - a| < R
> ∑cₙ(x - a)ᵏ convergent
> ∑cₙk(x - a)ᵏ⁻¹ convergent

::Show convergence of series
> R = 0 ⟹ ∑cₙ(x - a)ᵏ convergent only at a
> R = ∞ ⟹ ∑cₙ(x - a)ᵏ convergent everywhere",08/10/2021,Important,274.0
285,MA1521,Open Closed Region,"Definition
> Closed region contains all boundary points
> Open region contains only interior points",08/10/2021,,275.0
286,MA2001,Matlab,"Usage
?> Matlab_Decimal_Form
?> Matlab_Rational_Form
?> Matlab_Concatenate_Vector
?> Matlab_RREF
?> Matlab_Extract_Row
?> Matlab_Extract_Range
?> Matlab_Size
?> Matlab_Zero
?> Matlab_Identity
?> Matlab_Diagonal
?> Matlab_Transpose
?> Matlab_Inverse
?> Matlab_Determinant
?> Matlab_Syms
?> Matlab_Rank
?> Matlab_Nullspace
?> Matlab_Length
?> Matlab_Dot_Product
?> Matlab_Orthonormal_Of_Column_Space
?> Matlab_Char_Poly
?> Matlab_Solve_Char_Poly
?> Matlab_Eigenvalue
?> Matlab_Eigenspace",09/10/2021,,276.0
287,MA2001,Matlab Decimal Form,"Usage
><MA format long/format short MA>",09/10/2021,Matlab,277.0
288,MA2001,Matlab Rational Form,"Usage
><MA format rat MA>",09/10/2021,Matlab,278.0
289,MA2001,Matlab Concatenate Vector,"Usage
><MA [A b] MA>",09/10/2021,Matlab,279.0
290,MA2001,Matlab RREF,"Usage
><MA rref() MA>",09/10/2021,Matlab,280.0
291,MA2001,Matlab Extract Row,"Usage
><MA A(i,:) MA>",09/10/2021,Matlab,281.0
292,MA2001,Matlab Extract Range,"Usage
><MA A([i,j],:) MA>",09/10/2021,Matlab,282.0
293,MA2001,Matlab Size,"Usage
><MA size() MA>",09/10/2021,Matlab,283.0
294,MA2001,Matlab Zero,"Usage
><MA zeros(r,c) MA>",09/10/2021,Matlab,284.0
295,MA2001,Matlab Identity,"Usage
><MA eye(n) MA>",09/10/2021,Matlab,285.0
296,MA2001,Matlab Diagonal,"Usage
><MA diag([]) MA>",09/10/2021,Matlab,286.0
297,MA2001,Matlab Transpose,"Usage
><MA A' MA>",09/10/2021,Matlab,287.0
298,MA2001,Matlab Inverse,"Usage
><MA A^(-1) MA>
><MA inv() MA>",09/10/2021,Matlab,288.0
299,MA2001,Matlab Determinant,"Usage
><MA det() MA>",09/10/2021,Matlab,289.0
300,MA2001,Matlab Syms,"Usage
> Creates 2 free parameters, to be used in general solutions
><MA syms s t MA>",09/10/2021,Matlab,290.0
301,MA2001,Matlab Rank,"Usage
><MA rank() MA>",09/10/2021,Matlab,291.0
302,MA2001,Matlab Nullspace,"Usage
><MA null(A, 'r') MA>",09/10/2021,Matlab,292.0
303,MA1521,Inverse Function,"Properties
> Derivative :- ƒ⁻¹(x)' = 1/ƒ'(ƒ⁻¹(x))",09/10/2021,Important,293.0
304,MA1521,Trigo Identities,"Usage
> sec²x = 1 + tan²x;
> csc²x = 1 + cot²x;
> cos2x = 2cos²x - 1 = 1 - 2sin²x;
> sinAcosB = ½[sin(A-B)+sin(A+B)];
> sinAsinB = ½[cos(A-B)-cos(A+B)];
> cosAcosB = ½[cos(A-B)+cos(A+B)];
> (tanx)' = sec²x;
> (cotx)' = -csc²x;
> (secx)' = tanxsecx;
> (cscx)' = -cotxcscx;
> (sin⁻¹x)' = 1/√(1-x²);
> (cos⁻¹x)' = -1/√(1-x²);
> (tan⁻¹x)' = 1/(1+x²);
> (cot⁻¹x)' = -1/(1+x²);
> (sec⁻¹x)' = 1/(|x|√(x²-1));
> (csc⁻¹x)' = -1/(|x|√(x²-1));
> ʃ1/(x²+d²)dx = tan⁻¹(x/d)/d;
> ʃcsc(x)dx = -ln(csc(x) + cot(x));
> ʃcot(x)dx = ln(sin(x));
> ʃsec(x)dx = ln(sec(x) + tan(x));
> ʃ1/(a²-x²)dx = ln(a+x/a-x)/2a;
> ʃ1/√(a²-x²)dx = sin⁻¹(x/a);
> ʃ1/√(x²土a²)dx = ln(x + √(x²土a²));",09/10/2021,Important,294.0
305,GESS1019,Planning Model,"Features
> Creative design to data-driven
> Prefer complexity
?> Data_Driven_Urban_Planning
?> Planning_Model_Stakeholder

Types
?> Lichfield_Model
?> Travis_Model
?> Roberts_Model",11/10/2021,Important,295.0
306,GESS1019,Planning Model Stakeholder,"Definition
> Based on Arnstein 1969 typology of public participation says there are 8 rungs of the participatory ladder

Features
> Elected
> Public servants
> Agencies
> Consultants
> Public

Topics
?> Levels_Of_Public_Involvement",11/10/2021,,296.0
307,GESS1019,Levels Of Public Involvement,"Features
> Nonparticipation (just informing them of the changes)
> Tokenism (surveys to find out what to do)
> Citizen Control (most control)",11/10/2021,,
308,GESS1019,Data Driven Urban Planning,"Benefits
+ Comprehensive
+ Practical

Disadvantages
- Complex
- Restricted by political, communal restraints",11/10/2021,,297.0
309,GESS1019,Lichfield Model,"Features
> Involvement by voting, polls, discussions
> Only after proposals have been made and evaluated
> Planners have the final say

Examples
> Master Plan 1998",11/10/2021,,298.0
310,GESS1019,Travis Model,"Features
> Preparatory process, basic planning, development design all involves the public",11/10/2021,,299.0
311,GESS1019,Roberts Model,"Features
> Planners only make proposals
> Involvements in areas that don't need experts
> Clear roles defined
> Citizens select final plan

Disadvantages
- Very slow
- Costly
- Heavily influenced by demographics
- Lack of awareness",11/10/2021,,300.0
312,MA1521,Mean Value Theorem (Definite Integrals),"Definition
> ∃c s.t. ƒ(c) = ʃƒ(x)dx / (b-a)
> There is a value ƒ(c) that equals to the average y of the integral",12/10/2021,Important,301.0
313,CS1231S,Set Of All Strings,"Definition
> If A = {s,u}, then A* is all the strings possible",13/10/2021,Important,302.0
314,CS1231S,Empty String,"Definition
> The empty string, denoted ε, is the string of length 0",13/10/2021,,303.0
315,CS1231S,Composite Function,"Definition
> For 𝒈 ◦ ƒ to be defined, the codomain of ƒ must equal the domain of 𝒈

Types
?> Associative_Composite_Function",13/10/2021,Important,304.0
316,CS1231S,Associative Composite Function,"Definition
> Composite functions are associative",13/10/2021,,305.0
317,CS1231S,Function Correspondence,"Types
?> Invertible__Function_
?> Surjective
?> Injective
?> Bijective
?> Well_Defined__Function_",13/10/2021,,306.0
318,CS1231S,Invertible (Function),"Definition
> Let ƒ : A → B. Then 𝒈 : B → A is an inverse of ƒ
> ∀x ∈ A ∀y ∈ B ⟹ y = ƒ(x) ⟺ x = 𝒈(y)

Proof
::Prove function is invertible
> Prove /Bijective",13/10/2021,Important,307.0
319,CS1231S,Surjective,"Definition
><MA ∀y ∈ B ∃x ∈ A (y = ƒ(x)) MA>
> Nobody in B is alone

Proof
::Prove function is surjective
> Prove ∀y ∈ B → ∃x ∈ A",13/10/2021,Important,308.0
320,CS1231S,Injective,"Definition
><MA ∀x₁, x₂ ∈ A (ƒ(x₁) = ƒ(x₂) ⇒ x₁ = x₂) MA>
> Nobody in B is F-boy

Proof
::Prove function is injective
> Prove ƒ(x₁) = ƒ(x₂) ⟹ x₁ = x₂",13/10/2021,Important,309.0
321,CS1231S,Bijective,"Definition
> ∀y ∈ B ∃!x ∈ A (y = ƒ(x))
> Everyone in B has one partner

Proof
::Prove function is bijective
> Prove /Surjective and /Injective",13/10/2021,Important,310.0
322,CS1231S,Function Equality,"Definition
> ƒ = 𝒈 iff domains and codomains are the same and ƒ(x) = 𝒈(x)

Proof
::Prove functions are equal
> Prove domain, range and values of ƒ and 𝒈 are the same",13/10/2021,Important,311.0
323,CS1231S,Image (Function),"Definition
><MA X ⊆ A ⟹ ƒ(X) = {ƒ(x): x ∈ X} MA>",13/10/2021,,312.0
324,CS1231S,Preimage (Function),"Definition
><MA Y ⊆ B ⟹ ƒ⁻¹(Y) = {x ∈ A : ƒ(x) ∈ Y } MA>",13/10/2021,,313.0
325,CS1101S,Memoization,"Definition
> Store your previous results when doing recursion

Code <JV
function read(n, k) {
  return mem[n] === undefined
    ? undefined
    : mem[n][k];
}
function write(n, k, value) {
  if (mem[n] === undefined) {
    mem[n] = [];
  }
  mem[n][k] = value;
}
JV>

Usage
> For multivariable parameters, can just count the number of options available, so it's usually θ(nk) for parameters n and k for both runtime and space",13/10/2021,Important,314.0
326,CS1231S,Order (Function),"Definition
> Smallest number of times a function needs to be repeated to achieve the original inputs",13/10/2021,,315.0
327,CS1231S,Cardinality,"Topics
?> Pigeonhole_Principle
?> Bijection
?> Countably_Infinite
?> Subsets Of_Infinite_Sets
?> Uncountable_℘

Properties
> Preserved under union

Proof
::Prove countability of A and B if A ⊆ B
> B countable ⟹ A countable
> A uncountable ⟹ B uncountable",13/10/2021,,316.0
328,CS1231S,Pigeonhole Principle,"Definition
> If there are m pigeons and n holes, then there must be a hole with 2 pigeons

Types
?> Dual_Pigeonhole_Principle",14/10/2021,,317.0
329,CS1231S,Dual Pigeonhole Principle,"Definition
> If ƒ : A → B is surjective, then |A| ≥ |B|",14/10/2021,Important,318.0
330,CS1231S,Bijection,"Definition
> A → B is bijective ⟺ |A| = |B|
> COUNTING IS A BIJECTION

Proof
::Prove a mapping is a bijection
> Prove the mapping function is well defined, injective, surjective",14/10/2021,Important,319.0
331,CS1231S,Countably Infinite,"Definition
> Countable if its cardinality is the same as ℤ≥0
> Infinite set B is countable iff there is a sequence b₀, b₁, b₂,... ∈ B where every element of B appears exactly once
> ",14/10/2021,,320.0
332,CS1231S,Subsets Of Infinite Sets,"Definition
> Any subset of a countable set is countable ⟺ any superset of an uncountable set is uncountable",14/10/2021,,321.0
333,MA2001,Full Rank,"Definition
> rank(A) = min{m, n} is full rank",14/10/2021,Important,322.0
334,MA2001,Orthogonal,"Topics
?> Orthogonal_Set
?> Orthogonal_Matrix
?> Orthogonal_Basis
?> Orthogonal_Vector
?> Projection
?> Gram_Schmidt_Process
?> Orthogonal_Transition_Matrix
?> Orthogonal_Coordinate_Vector

Process
> p is projᵥu ⟹ u - p is vector orthogonal to V",15/10/2021,,323.0
335,MA2001,Vector Operations,"Topics
?> Vector_Angle
?> Dot_Product",15/10/2021,,324.0
336,MA2001,Vector Angle,"Definition
><MA cos⁻¹(u⋅v / ||u||||v||) MA>",15/10/2021,,325.0
337,MA2001,Orthogonal Set,"Properties
> S is orthogonal set of nonzero vectors ⟹ S is linearly independent",15/10/2021,,326.0
338,CS1101S,Source Stream,"Definition
> Streams allow you to create infinite data structures, just by designing a pattern for them
> From a regular recursive call, just add () => in front of it
> Use tail(stream)() to evaluate the tail of the pair

Code
<JV
 pair(1, () => ...);
JV>?> Source_Stream_Map
?> Source_Stream_Filter

Examples
> function ones_stream() {
    return pair(1, ones_stream);
}",15/10/2021,Important,327.0
339,MA2001,Projection,"Properties
> Subspace :- w ∈ V ⟹ projᵥw is just w

Process
::Find projection from basis
> S = {u₁, u₂, ..., uₖ}: orthogonal basis for V
> projᵥw: p = (w⋅u₁)u₁/||u₁||² + (w⋅u₂)u₂/||u₂||² + ... + (w⋅uₖ)uₖ/||uₖ||²

::Find projection of w onto V
> Form matrix A using column space of V
> Find least squares solution to Ax = w
> Find any solutions to AᵀAx = Aᵀw
> Au gives the projection of w onto V""

Proof
> Need to show w-p is orthogonal to each vector in V

Topics
?> Least_Squares_Solution
?> Best_Approximation",15/10/2021,Important,328.0
340,MA2001,Orthogonal Basis,"Process
> For a basis {u₁, u₂}, find the projection of u₂ onto u₁, then u₂ - p is the orthogonal
> To add another vector u₃, apply the same operation to find projection, then u₃ - p;

Types
?> Orthonormal_Basis",15/10/2021,,329.0
341,MA2001,Orthonormal Basis,"Properties
> Coordinate vector :- S = {u₁, u₂, u₃} is an orthonormal basis for W ⟹ (w)s = (w⋅u₁ w⋅u₂ w⋅u₃)",15/10/2021,,330.0
342,MA2001,Gram Schmidt Process,"Process
::Find first 3 vectors in Orthogonal Basis
> v₁ = u₁
> v₂ = u₂ - (u₂⋅v₁)v₁/||v₁||²
> v₃ = u₃ - (u₃⋅v₁)v₁/||v₁||² - (u₃⋅v₂)v₂/||v₂||²",15/10/2021,Important,331.0
343,MA2001,Dot Product,"Definition
><MA u⋅v = uvᵀ MA>",15/10/2021,,332.0
344,MA2001,Orthogonal Vector,"Process
> Convert into homogenous system with ∑v⋅uᵢ = 0",15/10/2021,Important,333.0
345,CS1231S,Uncountable ℘,"Definition
> A countable infinite ⟹ ℘(A) uncountable (use the ℝ proof of uncountability)",15/10/2021,Important,334.0
346,CS1231S,Cardinality Of Tuples,"Definition
> Countable infinite × countable infinite = countable infinite

Proof
::Prove the set of ℚ is countable
> Convert into 2D coordinate system, and enumerate using ℤ≥0",15/10/2021,,335.0
347,MA1521,Multivariable Calculus,"Topics
?> Precise_Definition_Of_Limit__2D_
?> Limit__2D_
?> Partial_Derivative
?> Clairaut_s_Theorem
?> Continuous__2D_
?> Rate_Of_Change__2D_
?> Saddle_Point__2D_
?> Maximum_Point__2D_
?> Minimum_Point__2D_
?> Boundary__2D_
?> Lagrange_Multiplier",15/10/2021,,336.0
348,MA1521,Precise Definition Of Limit (2D),"Definition
> The limit at a point (x₀, y₀) exists if ∃𝛿,ε such that √(x-x₀)² + (y-y₀)² < 𝛿 ⟹ |ƒ(x,y) - L| < ε",15/10/2021,,337.0
349,MA1521,Limit (2D),"Process
> Use substitution
> Use composite functions",15/10/2021,,338.0
350,MA1521,Partial Derivative,"Definition
><MA ƒₓ(x₀, y₀) = (∂f / ∂x)(x₀, y₀) = lim[h→0](ƒ(x₀+h, y₀) - ƒ(x₀, y₀) / h) MA>

Properties
> Partial derivatives may exist even if the function is not continuous, as long as the x and y directions are both continuous",15/10/2021,Important,339.0
351,MA2001,Matlab Length,"Usage
><MA norm() MA>",16/10/2021,Matlab,340.0
352,MA2001,Matlab Dot Product,"Usage
><MA dot(u, v) MA>",16/10/2021,Matlab,341.0
353,MA2001,Matlab Orthonormal Of Column Space,"Usage
><MA orth(V) MA>",16/10/2021,Matlab,342.0
354,GESS1019,Heritage Area,"Features
> Personal image of time is crucial for individual well-being
> Desirable image of the city is one that ""celebrates and enlarges the present"" while making ""connections with past and future""
?> Conservation_Area_Selection
?> 3R_Conservation_Guidelines

Examples
> Kevin Lynch (1972) ""What Time is This Place:
> Historic Districts (Boat Quay, Chinatown, Kampong Glam, Little India)
> Residential historic districts (Cairnhill, Emerald Hill)
> Secondary settlements (Beach Rd, Geylang, Jalan Besar, Joo Chiat, River Valley) (Building height is capped)
> Bungalow areas",18/10/2021,,343.0
355,GESS1019,3R Conservation Guidelines,"Features
> Maximum retention
> Sensitive restoration
> Careful repair",18/10/2021,,344.0
356,GESS1019,Conservation Area Selection,"Features
> Done by URA (found on URA Space)
> So far 7000 buildings in 100 areas are conserved
> Made up of an area, a single building, or a group of buildings

Stages
?> Conservation_Area_Selection_Stage_1
?> Conservation_Area_Selection_Stage_2",18/10/2021,,345.0
357,GESS1019,Conservation Area Selection Stage 1,"Features
> Architectural merits (representativeness, aesthetic, creative or technical qualities)
> Historical & Social significance (important to culture, association with event or development)
> Age (before 1960, example of prominent builder or architect)
> Rarity (demonstration of distinctive design)
> Contribution to environment (cheerleader effect, harmonious design)
> Economic impact",18/10/2021,,346.0
358,GESS1019,Conservation Area Selection Stage 2,"Features
> Determine if building qualifies as a national monument",18/10/2021,,347.0
359,GESS1019,Built Heritage,"Definition
> Incremental and integrated approach is needed to improve and build upon what is already there;

Usage
> National identity
> Urban design & appreciation of tradititional forms
> Tourism & economy",18/10/2021,,348.0
360,CS1101S,Environment Model,"Features
> Create function objects for all functions, including λ expressions
> Evaluate arguments before actual call
> Primitive values dont have identity, so write them into frames
> If binding for primitive value is the result of a function call, then compute the function call and put it into the frames
> Primitive functions don't create new frames or environments, while predeclared functions (map, accumulate etc) are, so put them into the global environment frame
> Separate frames for parameter bindings and body blocks
> No empty frames (without new bindings)
> Start pointers from within eyeballs / boxes
> Arrays and loops are represented as boxes and pointers
> Every iteration in the loop should be another parameter box, and make sure to increment where necessary
> Function calls should all be in separate frames, even when duplicate
> Create new function objects if the functions are declared not within the global env
> Λ functions should point to the program env by default, and if repeatedly used, only one is created
> Variables used within λ functions are susceptible to change (x => x + i will change if i changes)",18/10/2021,Important,349.0
361,CS1101S,Source Add Streams,"Code <JV
function add_streams(s1, s2) {
  if (is_null(s1)) {
    return s2;
  } else if (is_null(s2)) {
    return s1;
  } else {
    return pair(head(s1) + head(s2),
      () => add_streams(stream_tail(s1),
        stream_tail(s2)));
  }
}
JV>",20/10/2021,,350.0
362,CS1101S,Source Fibonacci Stream,"Code <JV
const fibs =
  pair(0,
    () => pair(1,
      () => add_streams(
        stream_tail(fibs),
        fibs)));
JV>",20/10/2021,,351.0
363,CS1101S,Source Integer Stream,"Code <JV
const ones = pair(1, () => ones);
const integers =
  pair(1, () => add_streams(ones, integers));
JV>",20/10/2021,,352.0
364,CS1231S,Well Defined (Function),"Proof
::Prove that a function is well defined
> Some outputs are out of range, or some inputs don't have exactly one output",20/10/2021,,353.0
365,CS1231S,Subset,"Proof
::Prove A is a subset of B
> ∀x ∈ A (x ∈ B) ⟹ A ⊆ B",20/10/2021,,354.0
366,MA1521,Clairaut's Theorem,"Definition
> ƒₓᵧ = ƒᵧₓ iff continuous",20/10/2021,,355.0
367,MA1521,Continuous (2D),"Proof
> Prove that ƒₓ and ƒᵧ is continuous",20/10/2021,,356.0
368,MA1521,Rate Of Change (2D),"Definition
> dƒ/dt = (∂ƒ/∂x)(dx/dt) + (∂ƒ/∂y)(dy/dt)",20/10/2021,Important,357.0
369,MA1521,Saddle Point (2D),"Definition
> Critical point with some neighbours more than it and some neighbours less than it

Properties
> Second Derivative Test :- ƒₓₓƒᵧᵧ - ƒₓᵧ² < 0",20/10/2021,,358.0
370,MA1521,Maximum Point (2D),"Properties
> Second Derivative Test :- ƒₓₓƒᵧᵧ - ƒₓᵧ² > 0 and ƒₓₓ < 0

Process
::Find maximum point
> Find interior critical points using ƒₓ and ƒᵧ
> Find boundary critical points by subbing in (x, 9-x) for y = 9 - x",20/10/2021,,359.0
371,MA1521,Minimum Point (2D),"Properties
> Second Derivative Test :- ƒₓₓƒᵧᵧ - ƒₓᵧ² > 0 and ƒₓₓ > 0

Process
::Find minimum point
> Find interior critical points using ƒₓ and ƒᵧ
> Find boundary critical points by subbing in (x, 9-x) for y = 9 - x",20/10/2021,,360.0
372,MA1521,Boundary (2D),"Properties
> Sub in the equation for the boundary, then find the critical point using one variable",20/10/2021,,361.0
373,CS1101S,Source Stream Map,"Code <JV
function stream_map(f, s) {
  return is_null(s)
    ? null
    : pair(f(head(s)),
      () => stream_map(f, stream_tail(s)));
}
JV>",20/10/2021,,362.0
374,CS1101S,Source Stream Filter,"Code <JV
function stream_filter(p, s) {
  return is_null(s)
    ? null
    : p(head(s))
    ? pair(head(s),
      () => stream_filter(p, stream_tail(s)))
    : stream_filter(p, stream_tail(s));
}
JV>",20/10/2021,,363.0
375,CS1101S,Source Enum Stream,"Code <JV
function enum_stream(low, hi) {
  return low > hi 
    ? null
    : pair(low,
      () => enum_stream(low + 1, hi));
}
JV>",20/10/2021,,364.0
376,MA2001,Least Squares Solution,"Properties
> u is the best approximate solution to Ax = b
> u is a solution to AᵀAx = Aᵀb
> u is a solution to Ax = p, projection of b onto column space of A
> u is unique or infinite
> Minimises ||b - Ax||",22/10/2021,Important,365.0
377,MA2001,Orthogonal Matrix,"Properties
> A⁻¹ = Aᵀ
> AAᵀ = I
> Aᵀ is orthogonal
> rows of A are an orthonormal basis for ℝⁿ
> columns of A are an orthonormal basis for ℝⁿ
> ||u|| = ||Au||
> ||u - v|| = ||Au - Av||
> Angle between u and v = Angle between Au and Av
> Norm, distance and angles are preserved
> Basis, Orthogonal basis and Orthonormal basis are preserved",22/10/2021,Simportant,366.0
378,MA2001,Orthonormal Transition Matrix,"Definition
> S = {u₁, u₂, ..., uₙ} and T = {v₁, v₂, ..., vₙ} are bases for ℝⁿ
> Orthonormal S and Standard T ⟹ P = (u₁ u₂... uₙ)
> Standard S and Orthonormal T ⟹ P = (v₁; v₂;...vₙ)
> Orthonormal S and Orthonormal P = B⁻¹A",22/10/2021,Important,367.0
379,CS1231S,Counting,"Topics
?> Choose_Formulas",22/10/2021,,368.0
380,CS1231S,Choose Formulas,"Types
?> Ordered_Choose_With_Repetition
?> Ordered_Choose_Wout_Repetition
?> Unordered_Choose_With_Repetition
?> Unordered_Choose_Wout_Repetition
?> Pascal_Formula",22/10/2021,Important,369.0
381,CS1231S,Ordered Choose With Repetition,"Usage
> nᵏ",22/10/2021,,370.0
382,CS1231S,Ordered Choose Wout Repetition,"Usage
> P(n, k)",22/10/2021,,371.0
383,CS1231S,Unordered Choose With Repetition,"Usage
> C(k + n - 1, k)",22/10/2021,,372.0
384,CS1231S,Unordered Choose Wout Repetition,"Usage
> C(n, k)",22/10/2021,,373.0
385,CS1231S,Pascal Formula,"Definition
> C(n+1,k) = C(n,k-1) + C(n,k)",22/10/2021,,374.0
